text|labels
"Czy resort Skarbu Państwa zdaje sobie sprawę z tego, iż ewentualny upadek Zakładów Chemicznych Police będzie powodem ostatecznej zapaści Szczecina i Polic? Proces ten rozpoczął się wraz z decyzją o likwidacji Stoczni Szczecińskiej Nowa SA.
"|0
"Do końca starałem się być lojalnym członkiem PO, wykorzystałem wszystkie możliwości nacisku, by rząd podjął obronę polskich stoczni (...) Odpowiedzią było milczenie, lekceważenie i strach przed starszą panią z Brukseli.
"|0
"Dzisiaj słyszymy zapewnienia przedstawiciela przyszłych, niedoszłych właścicieli majątku stoczniowego o tym, że produkcja statków będzie tylko w Gdyni, a w Szczecinie konstrukcji stalowych. To oznacza, iż przemysł okrętowy w Szczecinie został zlikwidowany przez rząd premiera Tuska, a góra 15 proc. powierzchni po stoczni może być potrzebna do ww. produkcji. Nasuwa się jeszcze jedno pytanie: skoro wątpliwości dotyczyły tylko majątku stoczni w Szczecinie, to dlaczego inwestor nie zapłacił za majątek stoczni w Gdyni?.
"|0
"Nie poprę polityka, który jest marionetką w rękach koszalińskich działaczy. Człowieka, który po raz kolejny pozwala swojemu sztabowi grać „poniżej pasa”, który boi się podejmowania decyzji albo nie potrafi ich egzekwować (...) Głosując na Litwińskiego, głosuje się na Nitrasa. To jest promotor tej kandydatury. Przykro mi to mówić o moim byłym koledze, ale tak to wygląda.
"|0
"Pies trącał kodziarską, putinowską hołotę. Dobra zmiana dla uczciwych Polaków zwycięży!
"|0
"Pogarsza się sytuacja gospodarcza. Rosną zatory płatnicze między firmami. Wiele prywatnych przedsiębiorstw upada, i to nie tylko tych wyspecjalizowanych, które kooperowały ze stocznią, ale także biznesów rodzinnych – małych sklepików, zakładów fryzjerskich itd. W miejsce stoczni nie pojawiła się żadna inna inwestycja. A rządowe plany to tylko propaganda, jak chociażby utworzenie Specjalnej Strefy Ekonomicznej.
"|0
"To upodobanie posła Nitrasa przejawia się w korzystaniu z bardzo drogich samochodów, egzotycznych wczasów i niezłych garniturów. Stałej poprawie i polepszeniu ulega również standard i warunki zamieszkania pana posła. Dlatego powinien zainteresować się stanem majątkowym jego bliskich.
"|0
"W moim przekonaniu to jest początek afery żwirowej. Wiele razy mówiłem o podejrzanych układach personalnych, czerpaniu profitów, niejasnych powiązaniach biznesu i polityki w związku z budową drogi szybkiego ruchu S-3. Mam poważne wątpliwości co do bezstronności i roli europosła i jego najbliższych jeśli chodzi o te publiczne inwestycje drogowe.
"|0
"Czuję się dziś jak Tristan, który dostaje Nobla za miłość. Od Wrocławia dostałem wykształcenie, żonę, pracę i bardzo dużo satysfakcji.
"|0
"Jest szansa na uwolnienie kultury z ciasnego gorsetu obecnie obowiązujących form prawnych.
"|0
"Krajowa Rada Sądownictwa, Trybunał Konstytucyjny i to, co się dzieje dziś z Sądem Najwyższym, to dowody na hybrydowy zamach stanu! Hybrydowy, a nie klasyczny, bo nie ma wymiaru militarnego, siłowego, lecz złożony jest z wielu elementów, często postrzeganych jako miękkie i czasami pozornie odległe od siebie. Na hybrydowy zamach stanu z jednej strony składa się ciąg zdarzeń, w wyniku których jedna partia demoluje i podporządkowuje sobie cały wymiar sprawiedliwości, ale z drugiej np. opanowuje media publiczne i czyni z nich narzędzia brutalnej propagandy. Tworzone są przy tym fałszywe narracje historyczne, interpretacje faktów, a nawet ich deformacje.
"|0
"Minister Zdrojewski ma nadzieję, że mimo wprowadzenia podatku czytelnictwo w przyszłym [2011] roku wzrośnie. Zauważył, że w Danii, gdzie VAT na książki jest najwyższy, poziom czytelnictwa też jest najwyższy, a w Polsce, gdzie VAT na książki jest zerowy, czytelnictwo jest najniższe w Europie.
"|0
"Rozmawiałem z prawie wszystkimi członkami jury. Byli zaskoczeni wysokim poziomem. Zawód dotyczył tylko dwóch-trzech miast. Proszę pamiętać, że żyjemy w państwie, które nadrabia zaległości.(...) Miasto, które staje się ESK, wygrywa na długiej trasie. Wygrywa determinacją i konsekwencją. Co radzę przegranym? Nie wolno załamywać rąk. Trzeba spokojnie usiąść i bardzo dokładnie zastanowić się, nie kto winien, ale co nie zadziałało, w czym inni byli lepsi.
"|0
"W Polsce jedna interwencja na rynku rolnym (likwidacja przed laty tzw. górki wieprzowej) zaangażowała większe środki, niż całoroczny budżet ministerstwa kultury.
"|0
"W Polsce panuje jakaś pomnikomania i tych pomników stawiamy na potęgę, one są przypadkowe i to jest zjawisko niedobre. Doprowadzamy do tego, że Polska jest brzydsza, staje się bardziej polityczna, rozedrgana emocjonalnie. Pomija się wiedzę i umiejętności kadry Akademii Sztuk Pięknych, która mogłaby być recenzentem. Bardzo często pomniki stawiane są nie tym, którym są dedykowane, tylko tym, którzy je budują, czyli upamiętniają się najczęściej twórcy. To jest zjawisko niepokojące.
"|0
"Nie pamiętam sytuacji odwoływania tak ważnej decyzji w takim trybie. Nie wiem, co o tym przesądziło. Huragan na Florydzie, gówno w Wiśle czy... naszej polityce? Dobrze nie jest! Cieszyć nie ma się z czego.
"|0
– Dominujący głos mają ludzie najgłupsi, jakich można sobie wyobrazić. Oni obrażają mój umysł.|0
– Na przykład kto?|0
"– Na przykład Roman Giertych, gdy mówi o szkolnictwie. Przedstawia kompletnie zidiociałą wizję świata.
"|0
"Genialny technik władzy, prowadzi zręcznie grę, gdzie jednego trzeba przeciwstawić drugiemu, a kogoś rozegrać przeciwko komuś innemu. Mam wrażenie, że jest to człowiek zdrowy psychicznie i ani przez moment nie traci kontaktu z samym sobą. Nie ma złudzeń, że jest kimś więcej niż jest. (…) Donald jest absolutnym mistrzem rozgrywek personalnych i w tym sensie władza go nie psuje.
"|0
"Granice manipulacji polityczno-marketingowych są jednak skończone. Polityk to nie jest produkt, który można sprzedawać w dowolnym opakowaniu i wpychać publiczności przekonujące tezy i wiadomości na jego temat.
"|0
"Gross był moim przewodnikiem mistrzem stylu pisania i interpretowania dziejów.
"|0
"Konkurent jest wewnątrz, nie na zewnątrz. Ciągle więc posłom towarzyszy niepokój, że obok, we własnej partii ktoś urośnie i przejmie mój okręg wyborczy.
"|0
"Liderzy politycznie są zespawani ze swoimi pomysłami. Poza tym nie ufają nikomu.
"|0
"Mam jak najgorsze zdanie o Jaruzelskim. Nie uważam go za polityka godnego zaufania.
"|0
Mogę sobie łatwo wyobrazić taką sytuację. Jest rok 2006. Komisja w szesnastym składzie po raz dwudziesty piąty przesłuchuje Michnika i stwierdza, że zgubił on list do swego przyjaciela z dzieciństwa pisany na wiosnę 2003 roku. Tak ważna i sensacyjna wiadomość zostaje ogłoszona małą czcionką na siedemnastej stronie gazety codziennej. Tymczasem Rywin poddał się operacji plastycznej oraz kuracji odchudzającej i zaczął od końca 2005 roku kręcić serial telewizyjny (oczywiście dla TVP) pod tytułem |0
".
"|0
"Na pewno marihuana jest świetna w dwóch sytuacjach: do słuchania muzyki i do seksu. Bardzo poszerza percepcję.
"|0
"Odkryłem, że parlament nie jest obszarem politycznej deliberacji, że jakieś wyższe cele, idee, to wszystko nie istnieje na tle gry personalnej i gry o władzę. Oczywiście w tym otoczeniu mało kto nie scyniczeje. Ideowość jest traktowana jak jednostka chorobowa, a powoływanie się na jakieś idee jak świadectwo naiwności.
"|0
"Podejrzliwość w świecie polityki jest czymś strasznym, jak choroba zwana słoniowacizną.
"|0
"Po dwóch latach na korytarzach sejmowych wiem tylko tyle, ze większość występujących w telewizji socjologów, politologów, a przede wszystkim filozofów zamiast komentować politykę, opowiada tylko swoje sny.
"|0
"Pokusy obecności w polityce są liczne, a dwie mnie uderzyły. Pierwsza – człowiek jest bez przerwy zajęty i wydaje mu się, że jest nieustannie potrzebny, to działa jak narkotyk. Tu zebranie, tam spotkanie… Niepokój: zaproszą, czy nie? Są dwa pokoje – jeden oficjalny, drugi ukryty. Czy zostanę wezwany do tego drugiego, gdzie się naprawdę podejmuje decyzje? Toczy się nieustanna gra, napięcie ambicji, żeby być obecnym i uznanym, trafić do ucha szefa. Przestaje być istotne, co myślę, ale jak mogę sobą zainteresować, przyciągnąć, zatrzymać uwagę. Durgi element jest jeszcze gorszy. To jak w małżeństwie, jak i w polityce, im większa siła negatywnych emocji, tym trudniej się rozstać, bo ciągle jest ten dług do oddania. Jeśli ktoś mi zrobi krzywdę, muszę się zrewanżować. Niekończąca się gra, w której jest element mściwości, ambicji, potrzeby uznania. To są tak silne emocje jak w związku z kobietą, jakbyś był bez przerwy w gorącym romansie. Kiedy galopuje się na takich emocjach, niełatwo zeskoczyć z konia.
"|0
"Po roku czy półtora pobytu w polityce mam poczucie, że tam w gruncie rzeczy nikogo nic nie interesuje poza technologią władzy. To znaczy tam nie ma żadnej poważnej rozmowy o sprawach publicznych. Jestem w parlamencie przez półtora roku i nie widziałem w swoim otoczeniu politycznym ani jednej dyskusji ideowej, prawdziwie światopoglądowej. Byłem raz świadkiem dyskusji w sprawie Leppera. Ktoś mówi: „On jest świetnym ministrem rolnictwa”, a na to ktoś inny odpowiada: „Zaraz, zaraz, ale my nie dyskutujemy o tym, czy on dobrze ściąga podatki, tylko czy jego wizja wsi stwarza szansę na to, by wieś się zmodernizowała”. Na to pada odpowiedź: „A kogo to obchodzi, my musimy zdobyć jutro wyborców”. Takie spłycenie polityki w naszej wersji liberalnej demokracji jest absolutnie destrukcyjne.
"|0
"Próbowałem, oczywiście. Dobrych kilkadziesiąt lat temu przywiozłem bardzo dobre nasionka z Nowego Meksyku. Z tych nasionek wyrosła bardzo dobra roślina, która wkrótce stała się przebojem Warszawy. Imprezy z tą rośliną były naprawdę ciekawe.
"|0
"Władza psuje, gdyż ludzie myślą, że im więcej wolno niż innym. Jest też narzędziem do zdobywania wszelkich dóbr.
"|0
"W Polsce problem z nieczytelnymi, a zarazem czysto formalnymi regułami gry szybko zmienia się w problem silnego lidera. Jak na dłoni widać to na prowincji. Gdzie jest dobry burmistrz czy wójt, gmina lub miasteczko od razu wygląda inaczej. Prawo jest na tyle skomplikowane, że raczej hamuje inicjatywy, niż im sprzyja. Tę inercję narzuconą przez biurokrację i formalistyczny rodzaj prawa możne przekroczyć tylko silny przywódca. Narzekamy, że w dwóch partiach są za silni przywódcy. A może nie mogą być inni? Ten brak reguł, system oparty na niemożnościach rodzą właśnie tęsknotę za silnymi przywódcami. Konieczny więc nowy Piłsudski, może być nawet kieszonkowy. Ale nich weźmie to w końcu za mordę. Ta tęsknota jest w Polsce żywa, choć zaraz, gdy ktoś taki się pojawi, budzą się wszelkie lęki. Zaczynamy bać się dyktatury, jesteśmy na nią uczuleni.
"|0
"W Polsce zawsze rewolucja przychodzi z zewnątrz i z góry. To znaczy przyszedł wielki polityczny i religijny przywódca i powiedział: dosyć tego układu, który w gruncie rzeczy obezwładnia Kościół, ale też mentalność Polaków. Dość układu, w którym stare interesy, kłamstwa, oportunizm i hipokryzja są normą i wyznaczają sposób istnienia wspólnoty. To realna rewolucja w tym sensie, że w Polsce zarówno Kościół, jak i całą tożsamość zbiorową zastępowano istnieniem Jana Pawła II. A Benedykt XVI powiedział: nie! To wy odpowiadajcie za siebie, a nie ten wielki człowiek, którego uczyniliście jakimś bożkiem zwalniającym was od myślenia. To wy odpowiadacie za własne kłamstwa i przemilczenia.
"|0
"Gdzie byliście, wy, ideolodzy i praktycy syjonizmu, którzy próbujecie oszukać własne i świata sumienie, co uczyniliście dwadzieścia parę lat temu, by nas uratować? W swoim brudnym zacietrzewieniu łączycie się pod znakiem gwiazdy Dawida, tej samej gwiazdy, z którą my wchodziliśmy do komór gazowych (…) Naprawiacze i weryfikatorzy historii spod znaku syjonizmu, obrzucając Polskę błotem zapomnieli o jednym. To błoto nie ich brudzi, lecz ich samych.
"|0
"Ja nie pracuję w komisji finansów publicznych, więc mam podobne spojrzenie co większość Polaków. Słucham więc spokojnie wszystkich głosów. W pewnym momencie stwierdziłam, że ta debata jest wyjątkowa. Ta wyjątkowość polega na tym, że jeśli państwo z opozycji naprawdę byście wierzyli, że Polska jest taka jak ją opisujecie, to powinniście wyjść i strzelić sobie w łeb. Bo waszym zdaniem Polska to spalona ziemia.
"|0
"Jest pan, panie pośle, zdecydowanie za młody, żebym ja panu dawała słowo. Ja daję słowo swoim wyborcom.
"|0
"Jeżeli myśli, że to go uwiarygodnia, to się grubo myli.
"|0
"Oświadczam: Donald Tusk nie ma skłonności do okrucieństwa ani nie jest kapryśny, a już tak dobrze jak traktował profesor Gilowską, to nie wiem, czy kogoś innego w przeszłości tak traktował.
"|0
"Poseł Palikot jest jednoosobową partią w PO i nie jest to jego pierwsza wypowiedź, która nie ma nic wspólnego z polityczną rzeczywistością.
"|0
"Warto być obowiązkowym. Właśnie opozycja wygrała głosowanie w Komisji Kultury i przyjęliśmy uchwałę Senatu odrzucającą przekazanie telewizji publicznej dwu miliardów złotych z naszych podatków. PiS z posłem Suskim na czele częściowo zaspał.
"|0
"W każdym środowisku znajdują się jakieś parszywe owce. Panu Papierskiemu i całemu kołu od początku odpowiadała koncepcja Cezarego Grabarczyka, a nie moja. Ale ja nie będę komentowała metod, bo ich nie badam. Gdy mnie pytają o Cezarego Grabarczyka, wszystkim powtarzam, że to miły, uprzejmy i uroczy człowiek. Do czasu, kiedy się ktoś z nim nie zetrze twarzą twarz.
"|0
"Zero logiki, sto procent agresji.
"|0
"Do tej pory żaden rząd nie miał odwagi wziąć odpowiedzialności za realizowanie potrzeb osób najsłabszych, które są wykluczone ze względu na swoją niepełnosprawność.
"|0
"Jeśli to jest naród, to rozumiem, że jest to naród, który miał krępującą przeszłość w SB i UB, ale to nie jest naród polski. Ludzie maszerujący w ramach hucpy KOD mają krępującą przeszłość w Urzędzie Bezpieczeństwa i Służbie Bezpieczeństwa, a wiec zakrwawionych w krwi polskiej organach sowieckiej dyktatury.
"|0
"Moim zdaniem po prostu jesteśmy świadkiem reality show, w którym niestety użyto dzieci jako zakładnika pewnego.
"|0
"Moje słowa nie wymagają tłumaczenia, opisują rzeczywistość. To wynik logicznego myślenia przesądza o ich znaczeniu. Jeżeli ktoś rozumie zakres pojęcia naród, to wie, że narodem są wszyscy obywatele. Tak stanowi Konstytucja RP. Zatem nikt nie może sobie uzurpować miana „narodu”, szczególne jakaś grupa protestujących w imię gloryfikowania płatnego agenta tajnych służb reżimu komunistycznego. W Polsce ścierają się dwie tradycje: żołnierzy niezłomnych oraz UB i SB.
"|0
"Po tym, jak zachowują się opiekunowie w Sejmie, jestem przekonany, że nie można im dać tej gotówki. Bo jeżeli jako żywe tarcze traktują swoje dzieci, to cóż dopiero dzieje się w domu, a mogą się zdąrzyć niestety zwyrodniali rodzice. Dzieci te czasami nie mają głosu. Bo są zamknięte, bo nie chodzą do szkoły.
"|0
"Rząd Beaty Szydło stawia na rozwiązania prospołeczne.
"|0
"W Polsce nie da się nie przekraczać prędkości. Winny jest nasz system dróg.
"|0
"Zamordowali Niemcy, a jeżeli byli tam Polacy, którzy brali udział w tej zbrodni, to oczywiście ponoszą za to odpowiedzialność.
"|0
"Mnie to dziwi, że nikt jakoś nie zrozumiał tego, że wprowadzenie tej ustawy do Sejmu dzień przed rocznicą dotyczącą Holocaustu spowoduje taką burzę, jaką spowodowało. Bo to jest normalne. (...) Mogliśmy to przegłosować 2, 3 tygodnie później… A teraz to jest tragiczna, absolutnie tragiczna sytuacja międzynarodowa. Ona jest nie tylko w Polsce, ona jest nie tylko w Izraelu, ona jest w Kongresie amerykańskim, a my wczoraj czy przedwczoraj błagaliśmy, żeby to w ogóle do Senatu nie przeszło. Także ja uważam po prostu, że to było niepotrzebne.
"|1
"Od wielu lat głosuję na republikanów i uważam, że prezydent republikanin byłby lepszy dla Polski, ale jeśli chodzi o Trumpa – nie wiadomo. Jego kandydat na wiceprezydenta Mike Pence wydaje się być bardzo konserwatywnym, spokojnym człowiekiem. Uważam, że jeśli Trump dobierze sobie dobrych ludzi i będzie ich słuchał, może być świetnym prezydentem.
"|1
"Uważam, że ustawa o IPN była i jest potrzebna, natomiast w Senacie skrytykowałam jej timing, który według mnie nie był najszczęśliwszy.
"|1
"Wszyscy zawsze podkreślają lata. Ja mam 67 lat. Ja uważam, że wyglądam bardzo dobrze na mój wiek, ale mam swój wiek. Także ja nie będę leciała klasą turystyczną, economy class, tam i z powrotem, jak ja mam wracać na Senat.
"|1
"Chciałbym też zaznaczyć, że projekty, które przygotował prezydent, to tylko element szerokiej i potrzebnej reformy wymiaru sprawiedliwości. Trzeba będzie przystąpić do reformy kodeksu karnego, kodeksu postępowania karnego, kodeksu postępowania administracyjnego w takim zakresie, w jakim będzie to konieczne, aby udrożnić funkcjonowanie wymiaru sprawiedliwości.
"|1
Groźba postawienia przed Trybunałem wynika albo z niewiedzy, albo z politycznego matactwa. Śp. prezydent Lech Kaczyński podpisał polsko-brytyjski protokół do traktatu lizbońskiego, który wyłącza z możliwości rozpoznania przez TSUE naruszenia |1
", a to jej dotyczą zarzuty.
"|1
"Historyczny kompromis między bezradną wobec kryzysu gospodarczego i politycznego komunistyczną władzą a wyselekcjonowaną „konstruktywną” opozycją demokratyczną stał się przedmiotem entuzjastycznej gloryfikacji jako akt założycielski III Rzeczypospolitej.
"|1
"Kadra, która jest w tej chwili w mediach, pracuje raczej na swój, a nie społeczeństwa rachunek. Natomiast Radio Maryja nie jest niczyją agenturą, tylko niezależnym głosem społeczeństwa opartym na: czytelnym światopoglądzie chrześcijańskim, tradycji katolickiej, tożsamości narodowej i społecznej nauce Kościoła.
"|1
"Katastrofalna sytuacja gospodarcza i ekonomiczna Polski wymagała rozwiązań, które pozwolą, uwłaszczając nomenklaturę PZPR-owską, zdjąć z niej odpowiedzialność polityczną i przekształcić ją w grupę dominującego kapitalizmu kompradorskiego. Dopuszczono do komitywy przedstawicieli opozycji gotowych współdziałać w grupie neokapitalistów z PRL.
"|1
"Mój patron i przyjaciel mec. Władysław Siła-Nowicki mówił mi, gdy zaczynałem swoją działalność jako adwokat: „Pamiętaj, Piotrze, bój się ludzi, którzy za wszelką cenę chcą się wszystkim podobać i zbudować karierę, usiłując wszystko ze wszystkim pogodzić”. Dlatego trzeba dzisiaj odwołać się do pryncypialnych postaw, odnaleźć jednocześnie szacunek dla ludzi, którzy budują swoje postawy w oparciu o inne wartości niż tylko elastyczność polityczna.
"|1
"Obok prawa do życia prawo do wolności wypowiedzi i równości w pozyskiwaniu i rozpowszechnianiu swoich poglądów jest fundamentem demokracji. Bez pluralizmu i równego dostępu do możliwości korzystania ze środków społecznego przekazu inne prawa mogą być ograniczane przez tendencyjność i wybiórczą sterowalność informacją.
"|1
"Ograniczając Telewizji Trwam dostęp do emisji programu poprzez cyfrowy multipleks, naruszono kanon wolności i praw gwarantowanych nam Konstytucją, paktami praw człowieka i ustawą o radiofonii i telewizji. Po doświadczeniach, jakie stały się naszym udziałem na przestrzeni historii najnowszej, dyskryminacja katolików w drodze uzurpacji i ograniczania im dostępu do wzajemnego komunikowania się, modlitwy i wspólnotowego współdziałania – nie przejdzie!
"|1
"Ojcem założycielem III Rzeczypospolitej został wspólnie z okrągłostołową opozycją demokratyczną desygnowany na pierwszego prezydenta państwa gen. Wojciech Jaruzelski z zapleczem gen. Czesława Kiszczaka i peerelowskich resortów siłowych. W tworzonym micie Okrągłego Stołu pomija się fakt, że do niego i do transformacji ustrojowej w Polsce doszło z przyzwolenia Kremla i samego Michaiła Gorbaczowa i że bez zgody Rosji żadna inicjatywa tego typu nie mogła być inicjowana.
"|1
"Prawo jest jednoznaczne. Przepis art. 180 ust. 3 konstytucji mówi o kadencyjności organu, jakim jest I prezes SN. Oprócz kadencyjności, ust. 4 mówi o tym, że sędziowie – w zakresie określonym przez władzę ustawodawczą – przechodzą w stan spoczynku. Taki sędzia traci personalną zdolność prawną do pełnienia funkcji w kadencyjnym organie. Poprzednia ustawa zakładała to samo, tylko w zakresie 70 roku życia.
"|1
"Prowadziłem dziesiątki, jeżeli nie setki interwencji, spraw, obron wspaniałych ludzi – wydaje mi się, że ten bilans osobisty czy wspólnoty, do której się należy, jest dużo większy, niż to, czy się jest w jednej kadencji posłem czy senatorem.
"|1
"To nie jest wojna polsko-polska. Bo na czym polega dziś polityka? Na kreowaniu ciągle nowego konfliktu, który przesłania problemy, z jakimi rządzący nie potrafią sobie poradzić, a potem na zarządzaniu tym konfliktem. Typowa była agrawacja, czyli wyolbrzymienie i przeinaczenie słów Jarosława Kaczyńskiego o Angeli Merkel.
"|1
"W 2007 roku SN przy braku oporu złamał generalną zasadę humanitaryzmu i zasadę niedziałania prawa wstecz w sprawach karnych. Póki nie dowiem się, jak ten sędzia się zachował przy tamtej uchwale, która pozwalała skazywać działaczy Solidarności sekretem o stanie wojennym za czyny popełniane przed wejściem w życie dekretu, to to jest dla mnie kryterium. Myślę, że to haniebna uchwała. Myślę, że jeśli sędzia SN podpisał się pod tym, to żaden z nich nie powinien moim zdaniem dalej pełnić swojej funkcji.
"|1
"Ważną rolę w przełamywaniu tabu o Okrągłym Stole odegrało Radio Maryja. Pełni ono dla mnie obecnie podobną rolę do tej, którą pełniło Radio Wolna Europa w czasach zniewolenia komunistycznego.
"|1
"Wielu sędziów było w PZPR. Gdybym osobiście miał sprawę przed takimi sędziami, którzy kwestionują funkcjonowanie ustawy i sami odwołują się do konstytucji, którzy biorą udział w manifestacjach politycznych, złożyłbym wniosek o ich wyłączenie. Ci sędziowie nie dają mi gwarancji, że oni są niezawiśli, niezależni i w taki sposób rozstrzygną moją sprawę.
"|1
"Wydaje mi się, że w tym przypadku mamy do czynienia z grą oporu. Trudno mi przypuszczać, żeby na dłuższą metę pani profesor Gersdorf, nie orientowała się, do czego to prowadzi. Na razie to wizerunkowe mieszanie się w politykę, oportunizm i nieposłuszeństwo instytucjonalne prawu przez osobę, która z mocy prawa przeszła w stan spoczynku. Musi się liczyć z odpowiedzialnością dyscyplinarną, jak i karną. Małgorzata Gersdorf utraciła zdolność prawną.
"|1
"Dopóki nie będzie symetrii, czyli tych przywilejów nie będą mieć nasi rodacy w Niemczech, to musimy wycofać część przywilejów mniejszości niemieckiej.
"|1
"Jestem zaskoczona. To szokujący wyrok. Nie określono w nim terminu, kiedy rodziny Moskalików i Głowackich mają opuścić swój dom, nie ma terminu, do kiedy mają dostać lokale zastępcze. To oznacza, że w każdej chwili można zwrócić się do komornika o wykonanie wyroku i tych ludzi wyrzucić. Chcę zwrócić uwagę, że w tego typu sprawach my jako podatnicy w praktyce wypłacamy odszkodowania Niemcom, poprzez kupowanie czy też zapewnienie z naszych podatków lokalu dla tych osób. Takich gospodarstw i kamienic jest znacznie więcej. I co wtedy robią władze samorządowe? W Sopocie, dla świętego spokoju odkupiono taki dom.
"|1
"Moim zdaniem, wizyta Eriki Steinbach w Polsce jest z jej strony prowokacją, a ona sama powinna być w Rumi uznana za persona non grata. Jeżeli polski rząd nie reaguje i daje przyzwolenie na pewne zachowania Steinbach, to takie są tego skutki.
"|1
"Nie chcieliśmy atakować, ale działalność pani Eriki Steinbach, szefowej Związku Wypędzonych, i pana Pawelki przekracza wszelkie granice.
"|1
"Obecność Eriki Steinbach w radzie budowy pomnika będzie wyraźnym sygnałem, że akceptuje Pan, jako Prezydent polskiego miasta, tak bardzo doświadczonego tragedią okupacji, poglądy niemieckich nacjonalistów, będących jawną kpiną z polskich ofiar II wojny światowej.
"|1
"Ostatnie wydarzenia, a w szczególności reakcja pani kanclerz Angeli Merkel na postulat Powiernictwa Polskiego, by strona niemiecka przejęła na swoje barki roszczenia obywateli RFN (kanclerz kategorycznie odrzuciła taką możliwość), dowodzą, iż Berlin przyjął opcję milczącego wsparcia. Polega ona na utrzymaniu obecnego status quo jak najdłużej, by jak najwięcej Niemców mogło – w majestacie polskiego prawa – odzyskać majątki onegdaj należące do ich rodziców lub dziadków.
"|1
"Pan Bartoszewski dostał wiele nagród, nie zazdroszczę mu tego. Ale jego działalność w rządzie oceniam beznadziejnie. Jest nieefektywna, co usiłuje przykryć autorytetem. Mam pełne uznanie dla tego, co pan Bartoszewski przeżył, ale dzisiaj to nie przystaje do rzeczywistości stosunków polsko-niemieckich. Trudno to przykryć okrągłymi słowami o pamięci i własnym życiorysem.
"|1
"W kraju gdzie 98 proc. ludzi deklaruje, że jest katolikami pan Ryszard Nowak nie może zostać sam. Śledziłam uważnie proces jaki lider Behemotha wytoczył panu Nowakowi. Wyrok sądu był zaskakujący. Teraz coś co jest postawione na głowie trzeba znów postawić na nogi.
"|1
"Wydaje nam się, że nasze wystąpienia muszą być coraz bardziej drastyczne, dlatego że niektórzy obywatele niemieccy psują stosunki polsko-niemieckie, a jest to tym bardziej poważna sprawa, jeśli robią to politycy z pierwszych stron gazet.
"|1
"Za Tuska okrągły stół w sprawie mniejszości prowadzą urzędnicy MSWiA, którzy przecież powinni zajmować się mniejszościami w kraju, a nie za granicą. W dodatku Niemcy mieszkający w Polsce mają coraz większe oczekiwania. Chcą być w radach nadzorczych radia i telewizji, mieć pełnomocników w każdym województwie. My zaś dostajemy wciąż po łapach, a prawa Polaków w Niemczech są ograniczane. Przecież okrągły stół w sprawie mniejszości nie zakończył się nawet wspólną deklaracją, a do rozmów nie zaproszono polonusów. Kompletne fiasko! To dowód na arogancję rządu, który mniejszości polskiej w Niemczech, ale też na całym świecie, przyznał niski status. Strona niemiecka już zadeklarowała, że nie będzie ani rehabilitacji dawnych członków „Rodła”, ani zwrotu bezprawnie zabranego majątku. W takich okolicznościach rząd Tuska zamierza celebrować dwudziestolecie traktatu z 1991 r.
"|1
"Z nienawiści do mojej formacji jesteście państwo w stanie wypowiedzieć każde kłamstwo. Nie będę się odnosić do pomówień, a to, co pan powiedział o alkoholizmie, można odnieść do polityków pana formacji. Chciałabym panu powiedzieć, że jest pan akwizytorem głupich idei. Powinien pan rozpatrzyć pracę w telewizji, gdzie stawiają tarota. Na takie złośliwości, jakie od pana płyną, ja nie zasłużyłam.
"|1
"Jeżeli Wysoki Trybunał mógłby mi przypomnieć…
"|1
"Mamy tu do czynienia z wywieraniem presji na Polskę, na najwyższe władze w Polsce, włącznie z władzą ustawodawczą, czyli parlamentem, który musiałby zmienić obowiązującą ustawę o Sądzie Najwyższym tylko po to, żeby spełnić oczekiwania opozycji totalnej.
"|1
"Proszę się nie martwić o demokrację, w Polsce ma się bardzo dobrze. Z demokracją u nas wszystko w porządku. Polaków przede wszystkim interesuje, czy będziemy mieli wzrost gospodarczy, czy będą utrzymane programy socjalne. Więc zwycięstwo PiS oznacza dokładnie to, co zapowiadaliśmy. Że będzie trójka Kaczyńskiego i piątka Morawieckiego. Nie wycofamy się.
"|1
"Próbujecie doszukać się w tym wyroku TSUE jakiegoś drugiego dna. A polscy sędziowie muszą mieć świadomość, że podlegają pod polską konstytucję i Trybunał Konstytucyjny. I jeśli nie będą się stosować do polskiego prawa i polskich ustaw, to muszą się liczyć z konsekwencjami!
"|1
"Z naszej strony nie usłyszeli sędziowie jakichś obraźliwych słów.
"|1
"Jeżeli chodzi o kwestię degradacji Wojciecha Jaruzelskiego i awansu pułkownika Kuklińskiego, bo było szereg pytań o to, to rzeczywiście jest to ważna sprawa. Degradacja Wojciecha Jaruzelskiego byłaby przywróceniem podstawowego porządku w Polsce, zamknięciem okresu PRL i jasnym przekazem, kto jest bohaterem, a kto jest zdrajcą. (…) Sprawa jest oczywista: bohaterem jest pułkownik Ryszard Kukliński, a zdrajcami są Wojciech Jaruzelski i Czesław Kiszczak. To jest sprawa oczywista i ewidentna.
"|1
"Bardzo smutne, że doczekaliśmy się w Polsce polityków, którzy świąt Bożego Narodzenia nie szanują i w te święta starają się wywołać w Polsce wojnę domową.
"|1
"Joanna (Kluzik-Rostkowska) powieliła to wszystko, co wytykała PiS i Jarosławowi Kaczyńskiemu.
"|1
